Transaction_ID,Description,Amount,Frequency,Price_Change_Pct,Income_Bracket,Category
a72b6094-201e-4504-968d-173b746ed682,Ride to Work,41.08,Irregular,0.027770828121090805,High,Transport
1df3ca7a-0fe6-4c2f-88df-44e1ec8ed83f,Trip,19.96,Irregular,-0.5141187925998052,High,Transport
e352dc05-3263-4a9c-871b-09fe5fff522f,RideGo Svc,30.65,Irregular,0.535571142284569,High,Transport
7b04028f-5eb5-41a6-8ce0-c332e71c394b,Ride to Work,39.72,Irregular,0.2959216965742251,High,Transport
a3d7420c-e4f5-49f4-9635-96ed34f8fcf8,Monthly Sub,12.0,First_Txn,0.0,High,Entertainment
f57d1382-9d67-4a37-9292-f406c28d90a3,Streaming Service,12.0,Irregular,0.0,High,Entertainment
81cb563f-7488-467c-921c-b06185b4c1ba,Monthly Sub,12.0,Irregular,0.0,High,Entertainment
c9164821-d550-470d-a59f-c8fe146aba97,Monthly Sub,12.0,Irregular,0.0,High,Entertainment
f014e028-30e6-430f-a0cb-19bd8080b31a,Streaming Service,12.0,Irregular,0.0,High,Entertainment
e561cb9c-748f-4f48-a1ea-1ea61b8ae622,Monthly Sub,12.0,Irregular,0.0,High,Entertainment
feed41a0-cb05-4f73-8851-70a658c86eda,Monthly Sub,12.0,Irregular,0.0,High,Entertainment
8d435e55-c835-4ecc-bd88-fd4d265b3540,Repair,452.31,First_Txn,0.0,High,Electronics
787e856e-bb81-4f3d-934e-09581d49acc4,Gadget,398.1,Monthly,-0.11985142932944215,High,Electronics
2758d131-1c50-4e6c-83fb-9fb906c9a3d0,Gadget,486.72,Monthly,0.22260738507912584,High,Electronics
6493d5a1-d1cc-433b-a2f8-fdd14d252b84,Repair,419.91,Irregular,-0.13726577909270216,High,Electronics
3a5ce082-64d8-470d-ac5d-c721eb6ea2be,Monthly Gym,29.99,First_Txn,0.0,High,Health
b80617df-f30a-4246-b260-c6aa9fc05bdf,Monthly Gym,29.99,Monthly,0.0,High,Health
715186d9-7c16-4765-9b4c-c97e243d6268,Monthly Gym,29.99,Monthly,0.0,High,Health
a10ae8b2-2bc6-42c2-8ff8-29cb06d78d2f,Monthly Gym,29.99,Irregular,0.0,High,Health
f36dda11-d818-434f-b29c-804538936f0a,Stationery,22.69,First_Txn,0.0,Low,Shopping
8bf62919-ce46-4ff0-9378-381481a5fffb,Novel,23.47,Irregular,0.03437637725870417,Low,Shopping
19bde95b-9d4f-4cee-b8b6-7693e2253605,Novel,31.29,Irregular,0.3331913080528334,Low,Shopping
86ba099d-eae0-4e66-91b0-8b06e83d1b09,Stationery,39.17,Monthly,0.25183764781080226,Low,Shopping
31e19078-b98b-4a3c-95ae-017ccc99c8cd,Novel,15.19,Irregular,-0.6122032167475109,Low,Shopping
feb139d9-9acd-4717-82d0-e616813fde78,Stationery,35.48,Irregular,1.335747202106649,Low,Shopping
72d18ee4-f606-4ab4-8dd3-1c4770d3b288,Books,44.43,Monthly,0.25225479143179264,Low,Shopping
ac26e152-8ad4-411f-b0a3-35cf4c471311,Power Usage,114.73,First_Txn,0.0,Low,Utilities
b604a689-9846-44e5-8956-7896b9a0a9b3,Power Usage,149.25,Irregular,0.3008803277259653,Low,Utilities
f4c48d01-1dbb-4e02-8231-91b07eb168ac,Electric Bill,119.77,Irregular,-0.1975209380234506,Low,Utilities
126b76a6-d718-4cb2-ba26-9b1b63d41fcc,Electric Bill,109.4,Irregular,-0.0865826166819737,Low,Utilities
3f416276-930f-41bc-911b-92c9cbcc1ffd,Power Usage,90.66,Irregular,-0.17129798903107868,Low,Utilities
d7b38677-d8c4-44fc-8f15-5965ee752ad9,Electric Bill,89.63,Irregular,-0.011361129494815807,Low,Utilities
6c5561c8-7505-420d-8010-56780e11b9a0,Power Usage,91.42,Monthly,0.019970991855405625,Low,Utilities
274f5900-80bc-445a-9e5d-8cf480fa9ea2,Morning Brew,4.08,First_Txn,0.0,Low,Dining
c0ae8b33-8e01-48c4-9883-66107bfcc8d2,Latte,9.48,Irregular,1.3235294117647058,Low,Dining
961a1e21-a0a0-4a0f-a333-259c5bd03a36,Latte,13.41,Irregular,0.4145569620253164,Low,Dining
74ef4eb3-781b-470e-b2bd-eb74e0cdd50e,Coffee,10.09,Monthly,-0.2475764354958986,Low,Dining
6a2a94bb-8480-4c25-aa5b-f1f43e00a765,Morning Brew,8.26,Irregular,-0.18136769078295342,Low,Dining
68dfbc5a-c72f-4917-9eaf-3c13e132e09f,Morning Brew,5.98,Irregular,-0.2760290556900726,Low,Dining
b9a56800-2c2b-46e1-a4d4-ab911c49111b,Latte,6.32,Irregular,0.05685618729096987,Low,Dining
17520d0c-2584-4689-8b68-50faf1e17471,Morning Brew,11.21,Irregular,0.7737341772151899,Low,Dining
5783e7fa-4084-4c91-8aa7-9acdd0eaaa33,Latte,6.34,Weekly,-0.43443354148082075,Low,Dining
4a17322c-8457-4dd8-bfda-fa749159a4de,Latte,8.61,Irregular,0.35804416403785483,Low,Dining
5250de59-ef90-4145-a7ee-6a62db67e1b5,Latte,10.13,Irregular,0.17653890824622548,Low,Dining
24c6b204-f785-4474-a0f2-5724e37ff362,Latte,12.52,Irregular,0.23593287265547863,Low,Dining
9ead8935-4c88-4d69-ad40-d7a5cc9383d8,Accessory,131.03,First_Txn,0.0,Low,Shopping
6fa0bb35-7324-4ec9-aa73-9d80ad716ad5,Clothing,87.22,Monthly,-0.33435091200488437,Low,Shopping
148396e5-9572-4787-9fd9-53a3bdf4a5f0,Shoes,103.95,Irregular,0.19181380417335478,Low,Shopping
01f82c06-525d-4e5e-ab55-3d1e6e131c52,Accessory,138.22,Irregular,0.3296777296777296,Low,Shopping
44cef807-1078-48c6-a66c-80221c63a1a7,Clothing,78.15,Irregular,-0.43459701924468236,Low,Shopping
c4d15e0a-794d-481b-acbc-f8c7e41051a7,Clothing,40.31,Monthly,-0.4841970569417786,Low,Shopping
c0685e1c-eafa-49a8-ab5d-b059b9698c67,Shoes,39.07,Irregular,-0.030761597618457006,Low,Shopping
cb4866b8-8ec3-4a11-9e0f-9c2937c16da4,Shoes,122.33,Irregular,2.1310468390069106,Low,Shopping
947d3f0d-a7f2-4e39-b41d-61ceac5747a8,Burger Combo,27.38,First_Txn,0.0,Low,Dining
f6841817-aaae-4a8c-b22c-fe8ea9ebe339,Drive Thru,24.44,Irregular,-0.10737764791818838,Low,Dining
244c2e16-4e8a-4cef-8ca1-fcdfd394b36a,Burger Combo,27.4,Irregular,0.1211129296235678,Low,Dining
fc8efc47-d059-4ded-be85-e290b579bc22,Lunch,23.41,Irregular,-0.14562043795620433,Low,Dining
c09b5624-1b40-43d8-883c-45a9cbdc1e75,Lunch,24.15,Irregular,0.031610422896198136,Low,Dining
cf4ca14b-7328-4eb1-bea8-974405e901c8,Lunch,10.56,Irregular,-0.5627329192546583,Low,Dining
0f9f351d-a8b2-4c43-b318-9c04336e9f52,Drive Thru,25.64,Irregular,1.428030303030303,Low,Dining
1ec30c52-303b-4ec0-be8c-406bd4314543,Lunch,10.37,Irregular,-0.5955538221528861,Low,Dining
9b736ddb-8de0-41f7-a40c-159e4a1a76c1,Purchase #8821,45.5,First_Txn,0.0,Low,Shopping
85259eae-738f-47af-bc27-af6872953ea3,Purchase #8821,45.5,Irregular,0.0,Low,Shopping
e9cec0cb-d639-4750-b477-0e8f08becba7,Weekly Shop,87.18,First_Txn,0.0,Low,Groceries
fbd4aa3e-0aa3-4c29-bacb-82591ad16f23,Weekly Shop,164.83,Irregular,0.8906859371415462,Low,Groceries
ff489135-908b-4b30-9eb9-8387f7115ab9,Weekly Shop,155.18,Weekly,-0.058545167748589484,Low,Groceries
648fd35c-190f-498a-8500-da17a68861b8,Store #402,114.62,Irregular,-0.26137388838767883,Low,Groceries
26c01530-b06c-461f-b53d-3ed333dbaa9e,Groceries,196.17,Irregular,0.7114814168556969,Low,Groceries
c9138b27-25af-46da-8755-b64d557c3dae,Groceries,90.04,Irregular,-0.5410103481674058,Low,Groceries
d91a64f7-7eb5-4458-89be-a6e40809e7ef,Weekly Shop,131.68,Irregular,0.46246112838738335,Low,Groceries
950f13a7-7175-4b3f-a92e-dc76c8875e3f,Weekly Shop,164.7,Irregular,0.25075941676792207,Low,Groceries
a9881c27-403c-484b-bb35-119177459dec,Groceries,69.51,Irregular,-0.5779599271402549,Low,Groceries
d0eb8f85-eef7-45e3-974b-eb74b66b1bcd,Weekly Shop,184.64,Irregular,1.6563084448280818,Low,Groceries
04ec05d6-431c-4acd-b85b-868c3617ac22,Store #402,185.87,Irregular,0.00666161178509542,Low,Groceries
77bd5f65-c3f5-49ab-b5fd-99bd33701a5a,Store #402,191.57,Irregular,0.030666594931941616,Low,Groceries
2d4bc893-956f-434c-861a-11d0e7c8b2ce,Weekly Shop,172.56,Irregular,-0.09923265647021971,Low,Groceries
c044c565-9143-49c6-b764-8f5317827a1e,Weekly Shop,58.6,Irregular,-0.6604079740380158,Low,Groceries
b89023b1-1838-4830-a3f3-4b170ed75778,Store #402,126.03,Irregular,1.1506825938566554,Low,Groceries
8db032cf-f1f0-4916-b3d3-a5eb67debff0,Gym Membership,40.0,First_Txn,0.0,Low,Health
5b89163c-74e5-4333-8d27-77b52ed74e72,Gym Membership,40.0,Irregular,0.0,Low,Health
35ee0f9c-5822-43f0-9807-f87add403199,Gym Membership,40.0,Irregular,0.0,Low,Health
d4fa3746-5348-4b96-996e-aed8446ac602,Monthly Dues,40.0,Irregular,0.0,Low,Health
9da3b87a-62e3-4c58-a0e1-3dbb324d5f72,Monthly Dues,40.0,Irregular,0.0,Low,Health
20bea3c1-7bc8-40e2-ba36-e62a95bfb57d,Monthly Dues,40.0,Monthly,0.0,Low,Health
f0192d73-efc4-46ab-8885-d4c68d1a426a,Monthly Dues,40.0,Irregular,0.0,Low,Health
191a7bd9-d674-4b2e-acd3-3432a2c96797,Gym Membership,40.0,Irregular,0.0,Low,Health
1bbf287a-d47c-4540-bef6-2b21fa42b33a,Gym Membership,40.0,Irregular,0.0,Low,Health
e2a91bbb-c680-40ec-b6b8-20adbf70c805,Gym Membership,40.0,Monthly,0.0,Low,Health
dc1bd6fe-7b38-43be-ac99-c2757756616f,Gym Membership,40.0,Weekly,0.0,Low,Health
07bb3cd7-946e-4c09-941b-ba423f3bf155,Ride Share,2.07,First_Txn,0.0,Low,Transport
9fd8ff44-529d-4876-8435-8dc1c46a63a6,Subway Token,8.9,Irregular,3.299516908212561,Low,Transport
39aacf6e-e0b4-4aef-a318-11aa4f158c4f,Bus Fare,3.82,Irregular,-0.5707865168539326,Low,Transport
98216908-0580-4a95-8add-45212ca0859f,Bus Fare,3.25,Irregular,-0.14921465968586384,Low,Transport
8ee527b5-0fea-4a4b-8198-a6ba0447a994,Subway Token,4.43,Irregular,0.36307692307692296,Low,Transport
9458d45b-52ac-4791-91c6-42d6c4556b1f,Subway Token,5.39,Irregular,0.21670428893905191,Low,Transport
5dc66176-ff31-4783-a631-84f3e7c59238,Ride Share,2.54,Monthly,-0.5287569573283859,Low,Transport
d9c3a675-8221-43f5-8f8b-17922d4b9da4,Bus Fare,5.75,Irregular,1.263779527559055,Low,Transport
be3eadeb-6ec3-413a-9a11-1f8c87b9d695,Subway Token,7.18,Irregular,0.24869565217391298,Low,Transport
b7ddb4d9-bac0-4ee4-88a1-5efa3613e302,Bus Fare,3.37,Monthly,-0.5306406685236769,Low,Transport
17b2e617-2d78-4857-b95d-cb2bca878a0e,Data Plan,49.18,First_Txn,0.0,Low,Utilities
def8fab5-e958-4235-a795-9ec0cdce4695,Phone Bill,55.12,Weekly,0.12078080520536799,Low,Utilities
46c25723-3f7c-485f-b25b-cbc30c76c7e9,Data Plan,54.17,Irregular,-0.017235123367198762,Low,Utilities
d967a59e-032d-4064-9ece-c04abbd90fff,Data Plan,58.26,Irregular,0.07550304596640199,Low,Utilities
d421d852-93e8-408d-90e6-4a397c04e00e,Phone Bill,54.9,Irregular,-0.05767250257466529,Low,Utilities
c083d09b-b9aa-49de-b6d2-61d34dcbf227,Data Plan,51.19,Irregular,-0.06757741347905284,Low,Utilities
037e233b-4392-4b2e-a92d-c2ad77925677,Data Plan,49.8,Irregular,-0.027153740965032244,Low,Utilities
c5dd97e2-3a61-45b3-bd59-7290a9005f80,Phone Bill,47.46,Irregular,-0.046987951807228846,Low,Utilities
93760436-c67f-4f37-bfd1-45db12d14a91,Phone Bill,52.33,Irregular,0.10261272650653176,Low,Utilities
fb25f5b8-c119-41b2-971d-dc638c6313dd,Phone Bill,46.47,Weekly,-0.11198165488247658,Low,Utilities
f4a9fbae-2c33-4f16-aad5-df44da4cd23b,Data Plan,58.52,Irregular,0.25930707983645374,Low,Utilities
45eeb4a9-a8de-4e45-baf5-2aed71fbcc79,Opening Deposit,200.0,First_Txn,0.0,Low,Finance
109e1ec4-b4ac-4fa4-8d79-a5e380d3d0e9,Dormancy Fee,25.0,Irregular,-0.875,Low,Finance
eff15140-34ef-4849-be63-c88cdc49ece2,RideGo Svc,41.98,First_Txn,0.0,Low,Transport
c71dda08-c012-44e5-a5eb-3bed6505fa1e,Trip,39.4,Irregular,-0.06145783706526914,Low,Transport
78bdc0a8-5657-4a69-8baa-3ef150472cef,RideGo Svc,35.79,Irregular,-0.09162436548223349,Low,Transport
a71dc52d-37a1-40b1-8821-bf02df1eab1e,Trip,15.81,Irregular,-0.5582564962279966,Low,Transport
878a092b-2498-4344-9187-9bb9aaa04258,Ride to Work,16.14,Irregular,0.02087286527514232,Low,Transport
5a4b90aa-8b99-4161-b2a5-4697ca642eaf,Ride to Work,33.7,Irregular,1.0879801734820322,Low,Transport
aa835a55-c6f7-413e-85a9-df30fd6ba719,Ride to Work,18.47,Irregular,-0.4519287833827894,Low,Transport
5c0552ee-e73b-4f8d-87b4-255711b291c4,Trip,24.33,Irregular,0.31727125067677314,Low,Transport
d76f68af-3ab4-4776-9b73-947c77ac566d,Trip,21.06,Irregular,-0.1344019728729963,Low,Transport
22a2ddec-8ab5-4451-916e-98d75fbede19,Streaming Service,12.0,First_Txn,0.0,Low,Entertainment
45a717d7-a924-4f11-98fc-434b9cdfbc62,Streaming Service,12.0,Monthly,0.0,Low,Entertainment
6041e120-e2f2-4c3e-b840-50884ca31c7d,Monthly Sub,12.0,Irregular,0.0,Low,Entertainment
c9dce6c8-b6c5-4c7a-ad44-093b8147cff8,Monthly Sub,12.0,Irregular,0.0,Low,Entertainment
8d23e228-97fc-4a86-a90e-ade2899b5f53,Streaming Service,12.0,Irregular,0.0,Low,Entertainment
351f6750-06c8-460b-b127-84bb9343c166,Streaming Service,12.0,Irregular,0.0,Low,Entertainment
567543a9-c922-4481-ab0a-0c137dde3eb8,Gadget,96.07,First_Txn,0.0,Low,Electronics
0d42b2d4-bbac-4eff-81e9-492a2c26ce86,Cable,484.35,Irregular,4.041636306859582,Low,Electronics
04d67a9b-709a-404e-814b-211765680c5a,Cable,242.81,Irregular,-0.4986889645917209,Low,Electronics
0ba9e863-eca4-46d4-afeb-daafb54596c7,Cable,485.57,Irregular,0.9997940776739014,Low,Electronics
62d5d091-c051-4414-85cb-feae43b54f14,Repair,331.5,Monthly,-0.3172971971085528,Low,Electronics
69ac9285-b135-4ebf-9dbf-f34ec91067b6,Stationery,15.83,First_Txn,0.0,High,Shopping
50e5a4c6-b825-43b8-a403-0e11b07db567,Stationery,40.82,Irregular,1.578648136449779,High,Shopping
e4044433-c5db-4853-b265-1be82f8a3c6d,Novel,17.75,Irregular,-0.5651641352278295,High,Shopping
de8f77df-693d-489b-b05e-8aaed050e4ac,Novel,21.99,Monthly,0.23887323943661962,High,Shopping
d6938d4e-c959-4f55-b326-ea0d86ff42ec,Books,53.58,Monthly,1.4365620736698501,High,Shopping
79a9fc7c-d3ac-47ef-a811-131794bf405c,Novel,20.47,Irregular,-0.6179544606196342,High,Shopping
12994a29-f04f-44c7-b0d9-37395efafe9b,Stationery,42.69,Monthly,1.0854909623839766,High,Shopping
98095988-057d-45ee-83d8-80fca085c390,Novel,37.62,Irregular,-0.11876317638791287,High,Shopping
4a2c69ea-600a-4063-beb4-836f7cebb4ac,Electric Bill,137.27,First_Txn,0.0,High,Utilities
0757f516-b330-459b-9ed8-bcb119b98724,Electric Bill,113.48,Irregular,-0.17330807896845635,High,Utilities
7872cf3e-a1e5-44fc-8284-5f8b6e41bd64,Power Usage,93.41,Irregular,-0.17685935847726478,High,Utilities
a555567e-fc66-4a44-8e64-80ea874fec5d,Electric Bill,112.59,Irregular,0.20533133497484218,High,Utilities
791bce48-11a2-4ad8-87b3-22017848cf29,Electric Bill,134.86,Irregular,0.19779731770139453,High,Utilities
582921b1-6ada-4fd2-9063-28361d2c832d,Power Usage,130.69,Irregular,-0.03092095506451146,High,Utilities
91c2de0d-f987-4492-b4ea-97ea51b21e0b,Electric Bill,139.2,Irregular,0.06511592317698363,High,Utilities
b89aa6c5-c72d-44f2-82f6-75e60b5cbd4a,Electric Bill,82.8,Irregular,-0.4051724137931034,High,Utilities
c384e5fa-fc68-4764-bb64-0cff2b14ae21,Power Usage,142.32,Irregular,0.7188405797101449,High,Utilities
4e290748-f69b-40f5-9628-0d3cc96ea8aa,Latte,11.49,First_Txn,0.0,High,Dining
b92da571-a8dc-43f2-946c-6ffb8979380a,Coffee,13.22,Irregular,0.15056570931244564,High,Dining
2d658ea3-19b6-41aa-a1eb-facbd3fa80b3,Morning Brew,13.47,Irregular,0.018910741301059,High,Dining
6be556ef-b448-41d3-b221-0a05a6ae2d62,Coffee,8.85,Monthly,-0.34298440979955463,High,Dining
9280b9b2-7a73-4094-8f7e-6d95bf3f9a86,Coffee,11.28,Weekly,0.2745762711864407,High,Dining
b836910a-d7da-4cc4-8a38-bad2d1cac644,Morning Brew,11.43,Irregular,0.013297872340425565,High,Dining
dbd12cce-7572-44f3-a7ed-c660867291a6,Morning Brew,11.98,Irregular,0.04811898512685921,High,Dining
36a22fcb-4982-47e8-9f85-fc9be1fc9724,Morning Brew,6.07,Monthly,-0.49332220367278795,High,Dining
5f9161c5-5df2-40ca-9e5c-41b118863362,Latte,4.95,Monthly,-0.18451400329489293,High,Dining
889a9e77-73c8-4c2a-b402-64ce09ea3d72,Clothing,130.8,First_Txn,0.0,High,Shopping
07a75d3d-745e-481b-b233-68ec948ab4c6,Clothing,131.8,Irregular,0.0076452599388379195,High,Shopping
369038f8-c296-4e50-945d-8acb5b480ddc,Shoes,147.61,Irregular,0.11995447647951442,High,Shopping
e646a2db-622e-46d3-a62e-845d750fffb0,Accessory,42.74,Irregular,-0.7104532213264684,High,Shopping
8b8f2517-2216-4b73-8d28-5cd280f82584,Shoes,49.17,Irregular,0.15044454843238184,High,Shopping
fb9cef6c-3ced-4be5-839f-97b1c03df961,Drive Thru,28.99,First_Txn,0.0,High,Dining
22a8e9ed-bb8e-4628-b36a-4f6e588bf668,Burger Combo,24.4,Irregular,-0.15833045877888927,High,Dining
35d3d68d-67e1-4b4a-9fca-3a6e9d75d17f,Burger Combo,15.96,Monthly,-0.3459016393442622,High,Dining
f4434984-b348-40b6-aa5e-78cc8efc85ec,Burger Combo,14.32,Irregular,-0.10275689223057648,High,Dining
59c8ec75-6c83-41bf-a4a8-c9b3bd448ac7,Lunch,21.94,Irregular,0.532122905027933,High,Dining
8b255474-c4ac-47fa-b758-1f793b23a583,Drive Thru,10.97,Irregular,-0.5,High,Dining
ecdedd83-33bc-4bf7-be7f-47cb1683843e,Drive Thru,11.71,Irregular,0.06745670009115771,High,Dining
c9d18d55-58dc-4cb4-a56d-75f546638587,Drive Thru,18.93,Irregular,0.6165670367207513,High,Dining
e7a26901-d0dd-41ca-a9c9-4d8a68f31931,Drive Thru,18.3,Irregular,-0.03328050713153719,High,Dining
aae5f0f9-b6a2-4741-b8ae-714972de3d50,Store #402,135.99,First_Txn,0.0,High,Groceries
8c2d8f33-36c0-444e-8bee-8bfcd0ff1c6a,Store #402,189.0,Irregular,0.3898080741230972,High,Groceries
71b98cec-d384-41fb-aee4-bc0a986aedd9,Groceries,156.97,Irregular,-0.16947089947089947,High,Groceries
33c9a47d-1780-46f7-ad53-6f64cb3a0b43,Store #402,140.04,Irregular,-0.1078550041409187,High,Groceries
61915c84-47a7-4ea5-9e7c-926a670f7228,Weekly Shop,152.84,Irregular,0.09140245644101694,High,Groceries
202eb4cd-ea47-445e-a478-385d1c4e9164,Weekly Shop,117.44,Irregular,-0.23161476053389168,High,Groceries
c94fd896-8f4a-4cf8-a4d7-dbf57cd6f6ef,Store #402,195.8,Irregular,0.6672343324250682,High,Groceries
9793b0e3-fe7b-47ba-99d3-1c4f189dfb43,Store #402,191.68,Monthly,-0.021041879468845785,High,Groceries
540e145f-8197-4757-b8ee-f54cbd2d4698,Gym Membership,40.0,First_Txn,0.0,High,Health
1c75cfaf-e18c-49b0-88c3-1e5596e67828,Monthly Dues,40.0,Monthly,0.0,High,Health
2e897a4f-f480-43c7-ba6d-72320debae11,Gym Membership,40.0,Monthly,0.0,High,Health
735f6eb0-aeeb-4430-b316-18bd1fceb999,Gym Membership,40.0,Irregular,0.0,High,Health
d314dfbb-5f7a-473b-8e89-28bc6c38f666,Gym Membership,40.0,Monthly,0.0,High,Health
f5178e0b-d272-43ab-8d3c-75bd6dab7427,Monthly Dues,40.0,Irregular,0.0,High,Health
ec2a185c-ba72-49c6-aad7-53aad3b1489e,Gym Membership,40.0,Irregular,0.0,High,Health
c7927ab3-b3bf-4557-b678-b2d14b321219,Gym Membership,40.0,Irregular,0.0,High,Health
368889a1-0028-49df-ba28-a82b97cd9c29,Gym Membership,40.0,Irregular,0.0,High,Health
56916ecf-fbd7-4624-a999-e769c5881671,Monthly Dues,40.0,Monthly,0.0,High,Health
2c9542bf-a2b1-4054-910e-192d34782d7d,Gym Membership,40.0,Irregular,0.0,High,Health
b913558c-d4e4-47da-9396-f3e43abafb39,Monthly Dues,40.0,Irregular,0.0,High,Health
3be64dfe-7615-48c3-90ee-0e4c74652d17,Subway Token,9.46,First_Txn,0.0,High,Transport
b05873d7-1b5e-47de-b747-6fbd8114e37c,Ride Share,3.52,Irregular,-0.6279069767441862,High,Transport
8bb511ac-8fae-4cf1-a7ba-f01c2fa0382b,Ride Share,2.35,Irregular,-0.3323863636363636,High,Transport
9d99dbf6-f6b6-4cbb-9384-93db2112b03e,Bus Fare,2.2,Irregular,-0.0638297872340425,High,Transport
ad4f1bda-d708-4420-9484-6e9911631679,Bus Fare,5.11,Irregular,1.3227272727272728,High,Transport
a8d6357f-1320-4af4-b9b4-29f1b6a11471,Subway Token,8.97,Irregular,0.7553816046966733,High,Transport
52a322a2-9613-4272-a343-ad548b15ff73,Subway Token,5.86,Irregular,-0.34671125975473804,High,Transport
6f868e97-e691-4e61-b5d5-eb2331dfa6b1,Bus Fare,3.38,Irregular,-0.4232081911262799,High,Transport
062a8e79-910e-483d-8b5c-cec44ad2a69e,Ride Share,9.65,Irregular,1.8550295857988168,High,Transport
